Func_id	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen01_05102014_R1	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen03_05102014_R1	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen04_05102014_R1	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen05_05102014_R1	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen06_05102014_R1	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen07_05102014_R1	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen10_05102014_R1	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen12_06102014_R2	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen14_06102014_R1	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen15_06102014_R2	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen16_06102014_R1	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen17_06102014_R1
KO:K01704	6209	7282	7179	7248	5682	6006	11515	8539	8100	5722	13719	6246
KO:K01705	315	706	1009	456	369	528	27	975	342	297	2237	464
KO:K01706	1658	1785	1732	1752	1523	1526	3751	3039	1372	1117	2820	1648
KO:K01707	768	667	594	625	493	492	1344	697	750	406	1016	306
KO:K01708	482	650	528	506	556	538	214	261	234	409	968	562
KO:K01709	1817	2196	2376	2394	1625	2080	13290	823	1073	837	4132	1725
KO:K01710	13828	17862	16954	16260	12291	13185	23574	17184	14998	11257	33556	18569
KO:K01711	8265	8951	9160	8717	7146	7735	8987	4339	5075	4781	15059	8781
KO:K01712	7389	8627	9203	8757	5887	6250	9671	5492	6852	4680	13963	10558
KO:K01713	146	258	244	338	326	465	176	254	108	338	584	317
KO:K01714	14347	18192	15560	16774	13591	13756	29596	15725	16377	11758	32047	14435
KO:K01715	5359	6688	7104	6451	4522	4571	10707	6925	8022	6120	14634	6750
KO:K01716	405	723	652	754	645	711	196	470	228	585	966	342
KO:K01719	4773	6308	6372	7104	5603	5224	8317	7875	4242	4575	10083	3523
KO:K01720	2898	5313	5016	5148	3496	3851	5630	3512	3695	2657	8092	3581
KO:K01721	3419	4289	4460	4236	3930	3298	4612	2998	2165	2101	8029	3102
KO:K01723	0	0	4	0	0	4	0	0	0	0	0	3
KO:K01724	3883	4330	3977	4481	4025	3577	12142	5284	6786	4473	9542	3003
KO:K01725	464	913	706	897	956	719	504	524	295	475	1220	438
KO:K01727	261	243	173	103	205	170	440	539	98	77	475	305
KO:K01728	517	1041	559	558	638	538	1287	279	330	419	1256	1620
KO:K01729	230	246	104	227	159	137	102	65	164	51	346	257
KO:K01730	628	841	893	915	813	847	1734	1311	928	618	1962	869
KO:K01731	0	0	5	0	0	0	0	0	0	0	0	0
KO:K01732	7	8	3	6	9	6	0	0	0	0	9	0
KO:K01733	16542	19417	19968	18655	13811	13920	29643	15257	16171	13208	35879	18341
KO:K01734	686	441	443	459	329	270	356	133	356	120	758	325
KO:K01735	5012	6425	6536	6297	4770	5340	6842	4748	4678	3913	11471	5665
KO:K01736	6931	8975	8602	8938	6547	6778	13633	8201	8133	5861	15145	8393
KO:K01737	6030	6151	6996	7268	4899	5463	10584	8812	7705	5984	12401	3982
KO:K01738	8383	10548	11142	11029	8869	8711	10045	7401	5817	5918	16067	10128
KO:K01739	7117	8602	8070	8149	5139	5927	8028	4265	5169	3541	13883	7268
KO:K01740	5391	8507	7733	10361	6886	7089	5828	3917	3384	3472	8243	6212
KO:K01741	72	47	61	73	43	33	6	99	72	156	50	31
KO:K01744	1399	1604	2417	1278	1366	1766	1735	796	2128	1192	3468	4635
KO:K01745	9087	9265	9386	9898	6729	6804	7909	4415	5807	4136	15474	8895
KO:K01746	506	586	373	354	195	276	801	100	289	286	1376	616
KO:K01749	5265	6934	6382	6562	4886	5099	12164	5678	6723	5063	13123	5661
KO:K01750	7658	8659	7996	7313	5804	6302	11407	5703	7772	5411	27550	9684
KO:K01751	465	693	298	358	462	333	440	313	196	181	986	385
KO:K01752	2467	2432	2089	2795	1774	1980	2258	1084	623	794	2436	4122
KO:K01753	464	625	624	651	425	338	385	188	244	493	760	395
KO:K01754	17644	19927	20139	17904	13422	15049	20138	11352	13568	9628	34938	20148
KO:K01755	8490	10891	10599	10621	7854	7915	14539	7429	9355	6612	17583	11038
KO:K01756	8545	10520	10368	10627	7303	8189	13401	6772	7732	6252	16846	10740
KO:K01757	4	0	20	0	7	8	0	7	10	0	4	8
KO:K01758	2593	2996	2901	2991	2465	2471	4012	1909	2818	1862	4181	3620
KO:K01759	6365	11582	8592	10988	8116	7590	11826	5212	6544	4467	17055	6640
KO:K01760	2835	3606	4134	4081	2985	3497	3627	3090	2079	1909	6567	2696
KO:K01761	2167	1788	1951	2387	1660	1659	2637	1614	2144	1431	3337	1792
KO:K01762	38	22	0	3	25	0	0	10	0	0	3	0
KO:K01766	9	17	21	16	12	33	8	0	6	10	25	35
KO:K01768	26800	33903	37707	38215	25573	27116	20696	14877	15673	16402	57241	44532
KO:K01769	564	364	430	498	218	372	84	91	50	40	528	752
KO:K01770	2861	3272	3060	3218	2310	2448	5360	3137	3617	2624	7787	2877
KO:K01771	96	83	28	73	54	108	42	15	36	17	161	50
KO:K01772	5923	7094	7665	7805	5276	5591	11713	7186	6637	4771	12765	5955
KO:K01775	6651	7993	8254	7861	5302	6403	9490	6187	5909	5312	14542	7351
KO:K01776	3306	3870	3937	3644	2839	3325	4040	2620	3393	2721	9055	3737
KO:K01777	1648	1181	1309	1043	870	1116	2022	749	1168	615	2292	1992
KO:K01778	4141	5833	5268	5305	4418	4476	8858	4355	4334	3637	12506	5155
KO:K01779	2699	3289	3963	2945	2145	2641	1794	1804	1162	1011	5655	2540
KO:K01781	775	774	1052	744	763	834	445	527	351	470	1666	1161
KO:K01782	3146	4539	3477	4260	2891	3607	2084	1718	1905	2880	7152	4942
KO:K01783	5210	7328	6446	7265	5241	5542	13353	7287	7572	5348	13684	6385
KO:K01784	25661	30597	29551	28015	21410	22612	74511	21825	24955	19511	61766	27569
KO:K01785	4141	4568	3987	4742	3715	3569	7504	3568	3137	2282	7238	3856
KO:K01786	1447	1291	1137	1491	1332	991	2527	2162	1407	1284	2703	671
KO:K01787	142	61	92	91	89	145	46	48	86	128	208	45
KO:K01788	161	219	195	181	216	228	1249	428	806	200	334	20
KO:K01790	4796	6274	5281	5462	4815	4881	8220	5963	6023	4705	13654	4663
KO:K01791	4635	6448	6323	5970	4645	5569	8978	6782	7236	4363	13131	5358
KO:K01792	513	801	338	500	353	306	206	261	155	185	774	541
KO:K01793	0	7	3	0	10	3	0	0	4	0	5	0
KO:K01795	606	698	652	473	790	560	677	674	570	515	1492	986
KO:K01796	2346	3152	2579	3066	1991	2002	3124	997	1045	1123	4434	2448
KO:K01799	1291	2578	2287	1964	1805	1467	4232	1767	979	1157	6513	1671
KO:K01800	565	680	602	639	503	546	430	471	188	528	1111	444
KO:K01801	898	1346	1247	1247	1244	904	868	964	397	903	2315	1038
KO:K01802	5770	7124	6075	6760	5849	5422	9165	5341	5939	4728	12396	5714
KO:K01803	5805	6993	6929	6926	5231	5537	11490	5796	7033	5477	13198	6782
KO:K01804	2360	2357	1657	2157	1481	1250	4779	1298	1668	984	3312	2039
KO:K01805	4134	3999	3401	3733	3406	2939	4348	2260	3346	2000	6639	5460
KO:K01807	2640	3924	3683	4086	3429	3089	5902	3386	3232	2623	5319	1976
KO:K01808	3394	3690	3345	3165	2243	3231	8014	3798	4611	2664	11171	4296
KO:K01809	3867	3934	3999	4668	3167	3130	5268	5098	3772	2713	6983	1873
KO:K01810	7115	9780	8813	9841	6341	6584	7089	3838	4757	4198	13187	9886
KO:K01811	5456	4871	4503	5174	3738	3133	10098	4423	5052	2960	7312	3316
KO:K01812	2058	2456	2380	2965	1839	1984	1529	875	1089	795	3091	2198
KO:K01813	582	541	479	335	487	355	696	618	820	508	1005	1263
KO:K01814	4144	5291	4872	5072	4586	4091	9383	5721	6233	4734	10677	4157
KO:K01815	470	475	272	613	351	246	166	113	190	164	625	300
KO:K01816	3583	4377	3931	5042	4261	3593	4800	3364	2897	2734	6516	4032
KO:K01817	4286	5492	5000	5283	4384	4185	9266	6324	5327	3967	11012	4362
KO:K01818	424	636	387	365	336	353	604	168	316	254	885	165
KO:K01819	0	0	3	0	0	0	3	0	0	0	0	0
KO:K01820	1286	1851	1442	1776	1446	1470	2327	1333	915	682	2919	1741
KO:K01821	1881	1597	1946	1568	1838	1578	2389	2506	1195	1151	4736	1293
KO:K01822	303	274	235	235	206	137	150	169	227	149	1243	304
KO:K01823	1617	1067	1211	1335	1154	1167	6014	2004	2802	1831	2697	745
KO:K01825	362	219	362	223	496	349	163	260	392	1037	882	239
KO:K01826	489	1040	792	878	731	954	874	831	508	370	1861	794
KO:K01829	197	378	265	505	297	261	847	506	614	249	491	287
KO:K01830	0	20	0	0	0	0	0	0	0	0	0	4
KO:K01834	2237	2533	2130	2669	1775	2098	3078	1094	1538	1456	3950	2856
KO:K01835	5516	7959	8338	9127	5577	5614	5650	4402	4035	4062	9217	7001
KO:K01838	598	792	815	628	673	557	918	736	1016	568	2114	940
KO:K01839	2312	3533	2810	3332	2178	2448	3073	2973	2848	2398	5904	3908
KO:K01840	4998	6667	5067	5286	4327	4473	8443	2698	4521	2974	10922	7506
KO:K01841	522	753	577	405	470	495	310	559	456	751	1375	704
KO:K01843	2957	3163	3008	3170	2708	2728	3838	1988	1590	1487	5088	3281
KO:K01844	1016	816	695	886	488	504	775	287	538	293	812	561
KO:K01845	16492	20902	20898	19736	14454	14817	26315	13410	18823	12108	33578	19499
KO:K01846	108	150	55	122	112	297	450	130	93	75	566	213
KO:K01847	2669	4721	4065	4865	4192	3882	3222	2130	2001	2647	6697	4185
KO:K01848	14261	16199	19121	15468	9851	12426	22893	11360	15521	9146	27484	19000
KO:K01849	3415	3754	4069	3518	2519	2923	9836	4009	6540	3560	8843	3449
KO:K01850	16	16	0	0	16	0	0	0	0	0	2	0
KO:K01851	21	8	44	11	16	7	10	22	25	39	21	6
KO:K01852	235	198	144	134	280	75	9	56	47	23	193	123
KO:K01853	25	39	18	12	13	4	0	24	3	2	55	43
KO:K01854	1372	1521	1079	1097	1429	1412	5045	1239	2176	1260	5122	2074
KO:K01856	1556	1941	1721	1200	1610	1746	3351	1642	2454	1778	4287	1908
KO:K01857	3307	3878	3512	3743	3130	2517	4620	2725	1805	1581	6628	3192
KO:K01858	6104	7134	8265	7698	4901	5284	10958	6086	7702	5484	13345	8312
KO:K01860	6	0	13	0	6	0	60	0	25	8	3	0
KO:K01865	268	425	405	395	359	372	685	452	372	279	596	278
KO:K01866	7404	9382	10113	9753	6679	7818	13761	5582	7835	6002	16057	8558
KO:K01867	7737	9183	9029	8941	6931	6999	12196	6764	7888	5287	16036	8603
KO:K01868	12285	15488	15553	15190	10516	12312	16980	7934	10640	8197	21600	16089
KO:K01869	15319	19409	20190	19605	12988	15306	21826	10238	12942	9377	27138	21825
KO:K01870	15705	21307	21431	21031	13608	16718	18952	10159	12145	9731	28676	21848
KO:K01872	14302	18704	19208	19609	12729	14919	19438	11070	12228	9474	26993	20311
KO:K01873	16346	19745	20409	20807	13507	15613	24263	9606	12350	10143	28439	19696
KO:K01874	11452	13913	14013	14331	9665	11032	21695	10296	11651	8612	21658	13466
KO:K01875	8042	10048	10270	10269	7345	8134	16622	7821	10085	6987	17103	9847
KO:K01876	9997	14002	13615	14204	9465	10514	15490	8048	9426	7734	21407	14032
KO:K01878	3182	4949	5267	5730	3758	3980	4637	4805	3505	2768	6062	3904
KO:K01879	5081	8361	8729	9445	5421	6230	7008	4793	3774	4063	9321	6072
KO:K01880	4285	5089	4609	4032	3501	4014	8542	2240	5043	3557	10946	6548
KO:K01881	10455	12933	13261	13146	9113	9862	17161	8423	9449	8086	21164	12568
KO:K01883	10604	11372	12296	12084	8391	9527	20577	8045	11022	8077	20585	11443
KO:K01884	188	161	80	65	73	116	1321	400	238	150	328	154
KO:K01885	10788	13431	13418	14246	9797	10325	19813	9770	11746	7692	23663	12510
KO:K01886	4185	6001	6586	5934	4645	4770	1506	2674	1809	2619	8678	8050
KO:K01887	9983	12400	13204	13327	8410	10256	17757	8250	10572	7290	20276	12213
KO:K01889	7181	9190	9244	9465	6566	7553	14406	6483	7616	5809	15757	8528
KO:K01890	11696	14269	14417	14628	10095	11517	17724	8002	10338	7793	23542	13824
KO:K01892	8003	9659	10096	10055	7092	8316	14234	8048	8103	6678	17442	9090
KO:K01893	3924	5351	5800	5784	4256	4115	9079	4590	5615	4340	7927	5674
KO:K01894	1061	1642	1454	1746	1537	1261	1175	1045	460	1097	2401	1451
KO:K01895	19927	24052	26817	23719	16975	19364	29573	14868	17617	13011	39313	28222
KO:K01896	529	186	334	394	246	252	1024	628	1129	942	549	141
KO:K01897	36879	40977	46776	43384	27401	31712	39109	27916	26736	22278	66624	39439
KO:K01900	0	0	0	0	0	0	0	0	1	0	15	4
KO:K01902	6632	8912	8909	8940	6660	7002	14236	5949	7699	6081	15123	9050
KO:K01903	7962	10315	10452	10942	7894	8101	13029	6675	7867	6750	17840	11253
KO:K01904	198	167	84	60	67	50	20	26	18	13	159	262
KO:K01905	305	340	508	264	296	321	2178	780	1547	793	947	600
KO:K01906	505	1110	787	866	475	584	178	295	239	165	1002	743
KO:K01907	5021	4715	3501	4250	2752	2780	8283	2003	4174	2414	7632	4155
KO:K01908	1834	2348	2805	2623	1947	2183	1635	1194	641	1149	3615	4022
KO:K01909	177	178	159	105	324	308	165	153	393	210	572	76
KO:K01910	13	13	15	20	10	3	0	0	0	0	8	0
KO:K01911	1739	1273	1013	1233	956	807	3045	945	1329	1319	2780	867
KO:K01912	7686	7989	8678	7290	6335	6721	12561	7689	9595	6986	17456	8897
KO:K01914	263	500	1081	243	533	592	26	708	181	161	1677	112
KO:K01915	24318	31388	29298	29188	21204	21470	36787	17502	20497	15834	46309	30884
KO:K01916	2884	4401	4812	5134	3323	4113	4685	5112	2852	2042	6399	3425
KO:K01917	673	900	720	817	826	879	740	445	245	346	1386	632
KO:K01918	4884	5886	5587	5803	4216	4329	8098	5551	4438	4341	12282	5251
KO:K01919	2651	3699	3186	4031	2817	2926	2332	1756	1064	2350	5313	2887
KO:K01920	1561	2721	2244	2596	2197	1896	2264	1599	854	1941	3436	2296
KO:K01921	9754	12423	12348	12350	9146	9603	12062	7581	8881	6362	24201	13121
KO:K01922	98	124	122	42	164	121	235	259	405	94	399	89
KO:K01923	6550	8196	8310	8401	6265	6332	10715	6304	7300	5485	14346	7648
KO:K01924	7280	9789	9950	10000	6817	8215	12360	6619	6766	5697	16803	10379
KO:K01925	7357	9205	8843	9529	6535	7589	11081	5949	6573	5272	15571	9159
KO:K01926	1408	2013	1137	1200	1007	1110	2427	406	1448	681	4973	3003
KO:K01928	7436	9519	9652	10048	6734	7405	11649	6460	7370	6133	16678	9574
KO:K01929	7630	9470	9042	9350	6137	7343	10925	6327	6711	5237	16096	8482
KO:K01933	6125	8131	7815	8047	5893	5980	9783	5444	6057	5027	14551	7523
KO:K01934	2176	2406	1879	2331	1927	1644	4891	1966	1419	2258	4965	1540
KO:K01935	2004	2247	1737	2113	1705	1742	3980	2106	2456	2134	4444	1219
KO:K01937	10182	13355	13986	13741	9610	10772	13799	7282	9626	7798	20302	14342
KO:K01938	3757	4757	4361	4298	3574	2980	3698	2484	1617	2317	6663	5471
KO:K01939	8015	10578	10433	10634	7436	8190	14030	6592	8070	6251	16984	10478
KO:K01940	8238	10864	10344	10564	7297	7743	13758	7066	8745	6653	16466	10387
KO:K01941	1625	1909	1670	2478	1239	1149	624	675	521	496	2159	1354
KO:K01945	7959	10362	9608	10107	6946	7347	13254	6401	7126	5766	17384	9523
KO:K01947	0	4	0	10	0	4	0	0	0	10	0	5
KO:K01950	6881	8278	7431	7520	5451	5460	11325	5437	5552	4857	14404	9645
KO:K01951	10717	14759	14437	14472	10873	11410	18236	9466	10529	9381	24278	14936
KO:K01952	20190	25954	25414	26408	19309	20020	30065	16559	19190	15373	43724	25346
KO:K01953	24677	31493	33706	30691	21604	24013	35724	26804	25775	22063	61604	34167
KO:K01955	18174	27025	26197	25356	17378	19728	26198	11219	16985	12045	37601	30847
KO:K01956	7287	9340	9359	9489	6683	7207	13669	6175	7904	5660	16355	9808
KO:K01958	3743	4985	3995	5173	4128	3474	2825	3257	2097	3554	5658	4422
KO:K01959	344	146	442	189	104	295	62	100	197	68	465	353
KO:K01960	689	618	886	459	449	473	644	307	720	484	1962	1213
KO:K01961	11383	14269	15055	15005	9556	11545	16801	10542	11162	9680	22892	14715
KO:K01962	4573	6563	6537	6434	4810	4941	7196	5716	4506	3884	10727	6161
KO:K01963	5993	6895	7403	7178	5005	5796	7150	5325	5303	4164	11837	6537
KO:K01964	0	3	0	0	5	0	0	0	0	0	0	13
KO:K01965	2646	3880	3750	3806	3112	3368	4354	1912	2293	2439	5589	3616
KO:K01966	9860	11596	13146	11498	7821	8773	13458	6566	9567	6436	19456	13183
KO:K01968	4047	4830	4726	4982	4103	3950	5081	3119	2934	3276	7318	5613
KO:K01969	4131	5461	5176	5548	4293	3997	3772	2494	2359	2850	7197	6841
KO:K01971	26363	37209	38582	31298	24351	28895	33040	19150	21837	15095	71269	42055
KO:K01972	11130	13570	14476	13931	9652	10912	15089	7736	8150	7564	22693	14446
KO:K01974	416	455	384	310	437	347	2317	646	1653	892	1268	297
KO:K01975	3759	4290	4104	3968	3386	3453	9509	5130	5634	4102	10269	2876
KO:K01989	7101	11978	19355	13018	6698	10487	809	3171	1690	2490	36245	37621
KO:K01990	81456	87538	86340	85968	63691	65946	121617	51167	74875	50154	143829	82163
KO:K01991	8057	11738	11132	13361	9486	10056	11239	11967	8962	8085	19077	6153
KO:K01992	57941	62189	58369	59699	46785	46630	91663	41164	58002	40158	112520	50390
KO:K01993	4839	7018	6754	7476	6039	5899	4874	5259	3910	4288	11294	5343
KO:K01994	0	5	0	8	7	0	25	5	0	0	3	0
KO:K01995	21180	25902	27511	24529	19721	22313	39899	19918	22820	16022	50401	30478
KO:K01996	23398	28653	31025	28682	22358	25822	46767	23059	25703	17776	59844	31413
KO:K01997	23849	28178	30838	28309	22459	26300	45688	22825	25131	17133	55046	30950
KO:K01998	28556	35288	38297	35764	27639	32399	56384	25808	28893	19824	66549	37607
KO:K01999	39354	46942	51858	51686	39154	44726	87348	35716	31792	25623	85614	49782
KO:K02000	468	752	543	733	501	332	293	89	117	147	1092	950
KO:K02001	486	696	485	630	485	340	172	231	133	184	1268	927
KO:K02002	782	836	641	831	526	438	273	123	107	179	1158	839
KO:K02003	33337	36866	38678	37519	26167	28362	37832	26937	28166	23071	67978	37836
KO:K02004	135591	165318	202581	194133	107153	136587	120424	86267	81142	68540	214149	166113
KO:K02005	17574	18112	21719	19858	14568	15428	16029	16879	15076	12263	33862	17245
KO:K02006	543	838	597	749	822	714	1044	948	922	595	1610	655
KO:K02007	480	1122	779	850	793	771	1471	881	1153	739	1619	550
KO:K02008	368	576	461	406	514	463	363	597	472	480	1101	360
KO:K02009	53	81	58	44	90	81	54	84	136	36	171	82
KO:K02010	2639	3862	3447	2539	3119	3342	5765	2055	2249	1870	12095	6531
KO:K02011	4790	7058	5714	4474	4772	4748	7694	3868	4779	3504	20811	9713
KO:K02012	4076	7540	5028	4266	4943	4564	8144	4135	4678	3312	56601	13407
KO:K02013	5127	6180	4742	5931	4237	3958	7373	3565	3994	4021	11592	5668
KO:K02014	32304	41504	30255	43796	31274	31482	21269	14490	12147	11645	45889	30970
KO:K02015	4693	5263	4195	4730	3436	3819	5013	2994	3664	3264	11670	5363
KO:K02016	9160	9741	9112	9525	6781	6999	14025	7506	9783	7268	19100	8063
KO:K02017	3684	4717	4915	4538	3713	3595	3827	3383	3394	3647	9431	4793
KO:K02018	4397	5566	5051	5128	4084	3919	7271	5119	4621	4042	9474	4286
KO:K02019	1397	1700	1044	1459	1937	824	2676	1737	1554	1333	1910	1107
KO:K02020	5926	9810	9742	9182	8243	7893	5361	7992	4608	4526	16018	8392
KO:K02021	482	966	818	702	930	694	2060	879	296	591	1400	1216
KO:K02022	1718	2491	1908	2435	2382	2189	764	1329	513	1015	3331	1457
KO:K02024	177	475	322	358	143	182	12	7	15	51	182	354
KO:K02025	20285	13328	12687	10743	13052	10532	25848	14365	18764	11763	33804	15542
KO:K02026	20211	13147	12793	10858	12868	10697	25760	14575	19803	11648	33684	16029
KO:K02027	23062	16309	16014	14324	15607	12909	31864	17391	20166	12691	38279	20027
KO:K02028	4047	5232	5124	3958	3793	4496	6127	3396	4089	3199	11726	6692
KO:K02029	5198	6628	5681	4960	4929	6107	7342	5947	4396	4706	12956	6294
KO:K02030	9456	11556	10478	10127	9464	10457	11335	8338	7451	7373	22027	12165
KO:K02031	13913	15475	14658	12727	11337	11682	25844	9027	13161	9623	27845	17317
KO:K02032	22151	24879	22562	20624	18254	17434	34870	11269	13994	11062	38675	25061
KO:K02033	32484	28817	31521	22022	23740	22512	58224	25731	33434	20228	58445	32008
KO:K02034	29928	26710	29263	20793	22867	21075	54417	25069	31984	19379	55152	29090
KO:K02035	58970	60405	65811	47291	49440	49213	85685	42250	52178	37174	115808	70766
KO:K02036	7607	9778	9043	9250	6930	6958	12379	6047	7955	5662	14769	9560
KO:K02037	6276	8431	7249	8043	5917	5962	12285	5555	6760	5152	13862	7263
KO:K02038	6468	8218	6971	7419	6180	5612	12787	6446	7278	4776	13655	6728
KO:K02039	6934	8975	9106	9355	6660	6809	12353	7446	7437	5442	15783	6904
KO:K02040	11299	13421	12802	13389	10441	10486	14703	10052	10274	7824	21267	10238
KO:K02041	894	859	990	583	876	939	1964	658	528	388	1827	965
KO:K02042	1026	1147	1268	919	1037	973	1903	830	551	453	2120	1243
KO:K02043	284	249	198	282	264	139	241	146	31	47	308	100
KO:K02044	1767	1400	1610	1189	1485	1407	2146	972	834	635	4508	1739
KO:K02045	1459	2848	1570	1720	1740	1483	1570	813	1324	1658	5747	4483
KO:K02046	1201	2462	1220	1315	1372	1153	1018	788	1338	1370	5439	3444
KO:K02047	1287	2529	1275	1450	1513	1242	1068	882	1187	1341	4777	3256
KO:K02048	1488	3003	1535	1818	1865	1457	1244	965	1444	1428	5951	4406
KO:K02049	14886	23590	20973	21869	18357	18843	35037	18161	19610	14358	41807	17226
KO:K02050	16149	26440	22960	23895	19890	20615	39614	20306	22270	16458	49286	17048
KO:K02051	16602	28908	24176	25308	23361	21922	98907	29490	27037	20419	110999	31101
KO:K02052	5163	5632	5670	4741	4447	4709	5651	3963	3978	3073	10996	7455
KO:K02053	3972	4310	4177	3455	3224	3873	4689	3935	3131	2804	8973	5145
KO:K02054	4007	4424	3978	3782	3250	3727	4916	3516	3328	2383	8565	5014
KO:K02055	5931	6109	6269	5175	4599	5526	5495	4798	3581	2891	11304	7327
KO:K02056	10158	11457	10046	11587	8974	8950	9660	5405	7641	4939	18595	12966
KO:K02057	12016	13628	11317	13134	10460	9901	14429	7537	10984	6615	25614	13996
KO:K02058	4579	5146	4214	5767	4565	3942	3774	2475	3323	2140	8498	4872
KO:K02062	189	180	82	108	260	151	146	28	27	69	456	471
KO:K02063	243	184	108	141	424	70	211	29	106	105	586	549
KO:K02064	183	117	54	113	188	96	86	28	65	58	482	409
KO:K02065	8680	12692	12016	13670	8797	9304	11055	9445	7073	7872	19959	9857
KO:K02066	8277	11283	10469	11782	8230	8307	12899	6378	7603	7136	20024	9951
KO:K02067	9233	10799	9297	12087	8378	8644	15039	7726	8504	7152	24966	8406
KO:K02068	214	269	402	263	197	300	173	775	265	325	975	137
KO:K02069	394	416	534	426	404	469	373	883	403	422	1365	330
KO:K02071	405	297	302	320	252	315	119	184	96	148	400	265
KO:K02072	204	157	110	142	141	162	78	99	25	35	154	45
KO:K02073	474	264	344	357	339	323	313	203	74	81	417	240
KO:K02074	1964	2672	2283	2140	2140	1759	3825	1491	1790	1448	3958	827
KO:K02075	3670	4314	3779	3225	3306	2807	6439	3028	3274	2702	8126	3493
KO:K02076	45	21	8	5	44	17	10	0	3	4	41	0
KO:K02077	2980	3294	3081	2781	2700	2413	3845	2525	2169	2769	6851	3205
KO:K02078	7891	9362	8204	9446	7606	7480	12938	9980	7992	7265	19951	6684
KO:K02079	8	8	18	16	10	14	0	6	0	0	3	0
KO:K02080	50	38	16	19	17	80	4	16	0	4	67	77
KO:K02081	2120	2474	2194	2576	1553	1349	2690	2323	1624	1121	4101	1461
KO:K02082	527	687	786	997	548	674	247	218	295	232	884	529
KO:K02083	1625	1919	1818	2203	1543	1165	766	652	991	625	2842	1848
KO:K02086	6	13	9	8	5	3	43	10	0	0	8	0
KO:K02092	0	0	0	0	0	0	0	41	0	0	0	0
KO:K02093	0	0	0	0	3	0	0	18	0	0	0	0
KO:K02094	0	0	0	0	0	0	0	18	0	0	0	0
KO:K02095	0	0	0	0	0	0	0	19	0	0	0	0
KO:K02096	4	0	0	0	3	0	0	64	0	44	0	12
KO:K02097	0	0	0	0	0	0	0	26	0	2	0	0
KO:K02099	157	188	143	66	123	100	102	79	97	58	771	101
KO:K02100	48	64	10	36	39	15	19	3	2	6	13	30
KO:K02101	13	10	7	4	4	20	29	18	35	5	63	72
KO:K02103	308	110	164	37	153	67	309	86	147	63	235	25
KO:K02106	861	1127	1314	1748	791	1093	225	236	330	164	815	1288
KO:K02107	64	106	133	72	226	105	2263	502	1234	462	296	126
KO:K02108	5950	7503	7042	7274	5719	5846	10434	5192	5568	4582	13315	6636
KO:K02109	6458	8144	7644	8100	6751	6781	11975	9184	7120	6461	16697	5631
KO:K02110	3960	4729	4007	4476	3876	3744	7165	4429	4380	3873	9888	3894
KO:K02111	10924	14479	14989	14571	10333	11186	14903	7270	8653	7571	20734	16402
KO:K02112	10719	14536	14600	14351	10091	11215	14433	7185	9413	7958	20434	15945
KO:K02113	4575	5167	4471	4894	4113	4064	7684	4624	4870	3818	10757	4724
KO:K02114	3938	4985	4416	4667	3954	3926	7392	4431	4631	3750	10856	4071
KO:K02115	7026	9088	8921	8897	6528	6898	10692	5761	6583	5475	15392	8730
KO:K02116	1875	2160	1748	2152	2120	1592	3172	2118	1764	2219	4447	1194
KO:K02117	423	483	496	493	604	485	1382	625	1228	535	892	113
KO:K02118	340	360	482	383	590	372	2808	665	1641	640	911	107
KO:K02119	109	85	185	158	286	103	3914	711	1777	688	235	31
KO:K02120	193	223	282	234	283	275	2501	617	1602	568	648	84
KO:K02121	70	124	154	125	202	139	1016	328	1123	243	445	68
KO:K02122	71	47	106	73	211	74	2317	541	1543	486	357	37
KO:K02123	314	407	475	391	384	413	3070	696	1651	612	1181	172
KO:K02124	137	197	212	163	260	153	3742	703	2036	642	628	41
KO:K02128	0	3	0	0	0	0	0	0	0	0	0	0
KO:K02137	7	9	3	0	0	0	3	0	3	0	0	0
KO:K02138	3	0	0	0	0	0	0	0	0	0	0	0
